"Procedure","RunNumberFilterValue","proactiveBlockList","Running","proactiveBlockList.Cycle","proactiveBlockList.Sample","Fixation.OnsetDelay","Fixation.OnsetTime","Fixation.DurationError","Fixation.Duration","Fixation.StartTime","Fixation.OffsetTime","Fixation.FinishTime","Fixation.OffsetDelay","getready.OnsetDelay","getready.OnsetTime","getready.DurationError","getready.Duration","getready.StartTime","getready.OffsetTime","getready.CustomOffsetTime","getready.OffsetDelay","ID","ITI","ms","TRs","Stim","TrialType","LWPC","Correct","Color","MiInConPro2","PRO2SamplingList","CustomCaptureFilename","ShortenedISI","PreISIfix.OnsetDelay","PreISIfix.OnsetTime","PreISIfix.DurationError","PreISIfix.Duration","PreISIfix.StartTime","PreISIfix.OffsetTime","PreISIfix.FinishTime","PreISIfix.OffsetDelay","Flicker.OnsetDelay","Flicker.OnsetTime","Flicker.DurationError","Flicker.Duration","Flicker.StartTime","Flicker.OffsetTime","Flicker.FinishTime","Flicker.OffsetDelay","AudioRecordSoundIn1.Filename","AudioRecord.OnsetDelay","AudioRecord.OnsetTime","AudioRecord.DurationError","AudioRecord.Duration","AudioRecord.StartTime","AudioRecord.OffsetTime","AudioRecord.FinishTime","AudioRecord.OffsetDelay","Stimuli.OnsetDelay","Stimuli.OnsetTime","Stimuli.DurationError","Stimuli.Duration","Stimuli.StartTime","Stimuli.OffsetTime","Stimuli.FinishTime","Stimuli.OffsetDelay","ISIfix.OnsetDelay","ISIfix.OnsetTime","ISIfix.DurationError","ISIfix.Duration","ISIfix.StartTime","ISIfix.OffsetTime","ISIfix.FinishTime","ISIfix.OffsetDelay","PC50ConPro2","MiConPro2","PC50InConPro2","FixationFinal.OnsetDelay","FixationFinal.OnsetTime","FixationFinal.DurationError","FixationFinal.Duration","FixationFinal.StartTime","FixationFinal.OffsetTime","FixationFinal.FinishTime","FixationFinal.OffsetDelay","InstHalfway.OnsetDelay","InstHalfway.OnsetTime","InstHalfway.StartTime","scanstart.RTTime"
"FixationGetReadyPROC","proactive2","11","proactiveBlockList","2","1","8","29264","2","28400","29257","29266","29266","10","3","57659","2","1600","29267","57661","0","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29252
"StroopTrialPROC","proactive2","12","proactiveBlockList","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","RED","InCon","MI","purple","purple","10","2","132017_proactive_StroopPro_run2_AudioRecord-1.wav","900","3","59259","2","300","57663","59261","59262","5","3",59559,"2","300","59262","59561","59561","5","132017_proactive_StroopPro_run2_AudioRecord-1.wav","3","59859","3","100","59561","59862","59862","6","3","59959","2","2000","59863","59961","59962","5","3","61959","-3","900","59962","62856","62856","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29252
"StroopTrialPROC","proactive2","12","proactiveBlockList","2","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","BLACK","Con","PC50","black","black",NA,"3","132017_proactive_StroopPro_run2_AudioRecord-2.wav","2100","36","62892","2","300","62869","62894","62894","38","3",63159,"1","300","62894","63160","63160","4","132017_proactive_StroopPro_run2_AudioRecord-2.wav","2","63458","3","100","63161","63461","63462","5","2","63558","3","2000","63462","63561","63561","5","2","65558","-2","2100","63561","67656","67656","0","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29252
"StroopTrialPROC","proactive2","12","proactiveBlockList","2","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","PURPLE","InCon","MI","white","white","9","2","132017_proactive_StroopPro_run2_AudioRecord-3.wav","3300","18","67674","3","300","67662","67677","67677","21","2",67958,"1","300","67677","67959","67960","3","132017_proactive_StroopPro_run2_AudioRecord-3.wav","2","68258","3","100","67960","68261","68261","5","2","68358","2","2000","68261","68360","68360","4","1","70357","-1","3300","68361","73656","73656","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29252
"StroopTrialPROC","proactive2","12","proactiveBlockList","2","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","PINK","Con","PC50","pink","255,105,180",NA,"3","132017_proactive_StroopPro_run2_AudioRecord-4.wav","3300","18","73674","2","300","73662","73676","73676","20","1",73957,"1","300","73676","73958","73959","2","132017_proactive_StroopPro_run2_AudioRecord-4.wav","1","74257","3","100","73959","74260","74260","4","1","74357","2","2000","74260","74359","74359","3","0","76356","0","3300","74360","79656","79656","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29252
"StroopTrialPROC","proactive2","12","proactiveBlockList","2","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","RED","Con","MI","red","red",NA,"1","132017_proactive_StroopPro_run2_AudioRecord-5.wav","2100","17","79673","2","300","79662","79675","79675","19","0",79956,"1","300","79675","79957","79958","1","132017_proactive_StroopPro_run2_AudioRecord-5.wav","0","80256","3","100","79958","80259","80259","3","0","80356","2","2000","80259","80358","80358","2","16","82372","-16","2100","80358","84456","84456","0",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29252
"StroopTrialPROC","proactive2","12","proactiveBlockList","2","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","WHITE","Con","MI","white","white",NA,"1","132017_proactive_StroopPro_run2_AudioRecord-6.wav","3300","66","84522","2","300","84500","84524","84524","68","16",84772,"1","300","84524","84773","84774","17","132017_proactive_StroopPro_run2_AudioRecord-6.wav","16","85072","3","100","84774","85075","85075","19","16","85172","2","2000","85075","85174","85174","18","15","87171","-15","3300","85175","90456","90456","0",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29252
"StroopTrialPROC","proactive2","12","proactiveBlockList","2","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","BLUE","InCon","MI","red","red","1","2","132017_proactive_StroopPro_run2_AudioRecord-7.wav","900","15","90471","2","300","90462","90473","90474","17","15",90771,"1","300","90474","90772","90773","16","132017_proactive_StroopPro_run2_AudioRecord-7.wav","15","91071","3","100","90773","91074","91074","18","15","91171","2","2000","91074","91173","91173","17","14","93170","-14","900","91174","94056","94056","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29252
"StroopTrialPROC","proactive2","12","proactiveBlockList","2","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","RED","InCon","MI","white","white","7","2","132017_proactive_StroopPro_run2_AudioRecord-8.wav","900","31","94087","2","300","94071","94089","94089","33","14",94370,"2","300","94090","94372","94372","16","132017_proactive_StroopPro_run2_AudioRecord-8.wav","14","94670","3","100","94372","94673","94674","17","14","94770","2","2000","94674","94772","94773","16","14","96770","-14","900","94773","97656","97656","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29252
"StroopTrialPROC","proactive2","12","proactiveBlockList","2","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","PURPLE","Con","MI","purple","purple",NA,"1","132017_proactive_StroopPro_run2_AudioRecord-9.wav","900","47","97703","3","300","97695","97706","97706","50","14",97970,"2","300","97706","97972","97972","16","132017_proactive_StroopPro_run2_AudioRecord-9.wav","14","98270","2","100","97972","98272","98273","16","14","98370","2","2000","98273","98372","98372","16","13","100369","-13","900","98373","101256","101256","0",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29252
"StroopTrialPROC","proactive2","12","proactiveBlockList","2","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","WHITE","InCon","MI","purple","purple","12","2","132017_proactive_StroopPro_run2_AudioRecord-10.wav","2100","30","101286","2","300","101269","101288","101288","32","13",101569,"2","300","101289","101571","101571","15","132017_proactive_StroopPro_run2_AudioRecord-10.wav","13","101869","3","100","101571","101872","101872","16","13","101969","2","2000","101873","101971","101972","15","13","103969","-13","2100","101972","106056","106056","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29252
"StroopTrialPROC","proactive2","12","proactiveBlockList","2","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","GREEN","InCon","PC50","black","black",NA,"4","132017_proactive_StroopPro_run2_AudioRecord-11.wav","2100","29","106085","2","300","106062","106087","106087","31","12",106368,"2","300","106088","106370","106370","14","132017_proactive_StroopPro_run2_AudioRecord-11.wav","12","106668","3","100","106371","106671","106671","15","12","106768","2","2000","106672","106770","106771","14","12","108768","-12","2100","106771","110856","110856","0",NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29252
"StroopTrialPROC","proactive2","12","proactiveBlockList","2","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","BLUE","InCon","MI","white","white","8","2","132017_proactive_StroopPro_run2_AudioRecord-12.wav","3300","28","110884","2","300","110863","110886","110887","30","12",111168,"1","300","110887","111169","111169","13","132017_proactive_StroopPro_run2_AudioRecord-12.wav","12","111468","2","100","111170","111470","111471","14","12","111568","2","2000","111471","111570","111570","14","11","113567","-11","3300","111570","116856","116856","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29252
"StroopTrialPROC","proactive2","12","proactiveBlockList","2","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","RED","InCon","MI","blue","blue","4","2","132017_proactive_StroopPro_run2_AudioRecord-13.wav","900","27","116883","2","300","116862","116885","116886","29","11",117167,"1","300","116886","117168","117169","12","132017_proactive_StroopPro_run2_AudioRecord-13.wav","11","117467","2","100","117169","117469","117470","13","11","117567","2","2000","117470","117569","117569","13","10","119566","-10","900","117570","120456","120456","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29252
"StroopTrialPROC","proactive2","12","proactiveBlockList","2","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","WHITE","InCon","MI","red","red","2","2","132017_proactive_StroopPro_run2_AudioRecord-14.wav","3300","27","120483","2","300","120466","120485","120485","29","10",120766,"2","300","120485","120768","120768","12","132017_proactive_StroopPro_run2_AudioRecord-14.wav","10","121066","3","100","120768","121069","121069","13","10","121166","2","2000","121069","121168","121169","12","10","123166","-10","3300","121169","126456","126456","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29252
"StroopTrialPROC","proactive2","12","proactiveBlockList","2","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","BLUE","InCon","MI","purple","purple","11","2","132017_proactive_StroopPro_run2_AudioRecord-15.wav","2100","26","126482","2","300","126463","126484","126484","28","9",126765,"2","300","126484","126767","126767","11","132017_proactive_StroopPro_run2_AudioRecord-15.wav","9","127065","3","100","126767","127068","127068","12","9","127165","2","2000","127069","127167","127168","11","9","129165","-9","2100","127168","131256","131256","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29252
"StroopTrialPROC","proactive2","12","proactiveBlockList","2","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","BLACK","InCon","PC50","pink","255,105,180",NA,"4","132017_proactive_StroopPro_run2_AudioRecord-16.wav","3300","25","131281","2","300","131263","131283","131284","27","8",131564,"2","300","131284","131566","131566","10","132017_proactive_StroopPro_run2_AudioRecord-16.wav","8","131864","3","100","131567","131867","131868","11","8","131964","3","2000","131868","131967","131967","11","8","133964","-8","3300","131967","137256","137256","0",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29252
"StroopTrialPROC","proactive2","12","proactiveBlockList","2","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","YELLOW","Con","PC50","yellow","yellow",NA,"3","132017_proactive_StroopPro_run2_AudioRecord-17.wav","2100","24","137280","2","300","137262","137282","137283","26","7",137563,"2","300","137283","137565","137565","9","132017_proactive_StroopPro_run2_AudioRecord-17.wav","7","137863","3","100","137566","137866","137867","10","7","137963","3","2000","137867","137966","137966","10","7","139963","-7","2100","137966","142056","142056","0","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29252
"StroopTrialPROC","proactive2","12","proactiveBlockList","2","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","BLUE","InCon","MI","red","red","1","2","132017_proactive_StroopPro_run2_AudioRecord-18.wav","3300","23","142079","2","300","142063","142081","142082","25","7",142363,"1","300","142082","142364","142365","8","132017_proactive_StroopPro_run2_AudioRecord-18.wav","7","142663","2","100","142365","142665","142666","9","7","142763","2","2000","142666","142765","142765","9","6","144762","-6","3300","142765","148056","148056","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29252
"StroopTrialPROC","proactive2","12","proactiveBlockList","2","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","WHITE","Con","MI","white","white",NA,"1","132017_proactive_StroopPro_run2_AudioRecord-19.wav","3300","56","148112","2","300","148089","148114","148114","58","6",148362,"1","300","148114","148363","148364","7","132017_proactive_StroopPro_run2_AudioRecord-19.wav","6","148662","3","100","148364","148665","148665","9","6","148762","2","2000","148665","148764","148764","8","5","150761","-5","3300","148765","154056","154056","0",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29252
"StroopTrialPROC","proactive2","12","proactiveBlockList","2","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","WHITE","InCon","MI","blue","blue","5","2","132017_proactive_StroopPro_run2_AudioRecord-20.wav","900","21","154077","3","300","154062","154080","154080","24","5",154361,"1","300","154080","154362","154363","6","132017_proactive_StroopPro_run2_AudioRecord-20.wav","5","154661","3","100","154363","154664","154664","8","5","154761","2","2000","154664","154763","154763","7","4","156760","-4","900","154764","157656","157656","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29252
"StroopTrialPROC","proactive2","12","proactiveBlockList","2","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","PINK","Con","PC50","pink","255,105,180",NA,"3","132017_proactive_StroopPro_run2_AudioRecord-21.wav","900","21","157677","2","300","157669","157679","157680","23","4",157960,"2","300","157680","157962","157962","6","132017_proactive_StroopPro_run2_AudioRecord-21.wav","4","158260","3","100","157962","158263","158263","7","4","158360","2","2000","158264","158362","158363","6","4","160360","-4","900","158363","161256","161256","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29252
"StroopTrialPROC","proactive2","12","proactiveBlockList","2","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","YELLOW","InCon","PC50","green","green",NA,"4","132017_proactive_StroopPro_run2_AudioRecord-22.wav","2100","20","161276","3","300","161269","161279","161279","23","4",161560,"1","300","161279","161561","161562","5","132017_proactive_StroopPro_run2_AudioRecord-22.wav","4","161860","2","100","161562","161862","161863","6","4","161960","2","2000","161863","161962","161962","6","3","163959","-3","2100","161962","166056","166056","0",NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29252
"StroopTrialPROC","proactive2","12","proactiveBlockList","2","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","WHITE","InCon","MI","blue","blue","5","2","132017_proactive_StroopPro_run2_AudioRecord-23.wav","2100","20","166076","2","300","166062","166078","166078","22","3",166359,"2","300","166078","166361","166361","5","132017_proactive_StroopPro_run2_AudioRecord-23.wav","3","166659","3","100","166361","166662","166662","6","3","166759","2","2000","166662","166761","166761","5","2","168758","-2","2100","166762","170856","170856","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29252
"StroopTrialPROC","proactive2","12","proactiveBlockList","2","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","RED","Con","MI","red","red",NA,"1","132017_proactive_StroopPro_run2_AudioRecord-24.wav","900","19","170875","2","300","170863","170877","170878","21","2",171158,"2","300","170878","171160","171160","4","132017_proactive_StroopPro_run2_AudioRecord-24.wav","2","171458","3","100","171160","171461","171461","5","2","171558","2","2000","171462","171560","171561","4","2","173558","-2","900","171561","174456","174456","0",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29252
"StroopTrialPROC","proactive2","12","proactiveBlockList","2","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","RED","InCon","MI","white","white","7","2","132017_proactive_StroopPro_run2_AudioRecord-25.wav","900","18","174474","3","300","174467","174477","174477","21","2",174758,"1","300","174477","174759","174759","3","132017_proactive_StroopPro_run2_AudioRecord-25.wav","1","175057","3","100","174760","175060","175061","4","1","175157","3","2000","175061","175160","175160","4","1","177157","-1","900","175160","178056","178056","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29252
"StroopTrialPROC","proactive2","12","proactiveBlockList","2","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","BLACK","InCon","PC50","yellow","yellow",NA,"4","132017_proactive_StroopPro_run2_AudioRecord-26.wav","2100","18","178074","2","300","178066","178076","178076","20","1",178357,"2","300","178077","178359","178359","3","132017_proactive_StroopPro_run2_AudioRecord-26.wav","1","178657","3","100","178359","178660","178660","4","1","178757","2","2000","178660","178759","178760","3","1","180757","-1","2100","178760","182856","182856","0",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29252
"StroopTrialPROC","proactive2","12","proactiveBlockList","2","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","BLUE","InCon","MI","purple","purple","11","2","132017_proactive_StroopPro_run2_AudioRecord-27.wav","3300","17","182873","2","300","182862","182875","182876","19","0",183156,"2","300","182876","183158","183158","2","132017_proactive_StroopPro_run2_AudioRecord-27.wav","0","183456","3","100","183158","183459","183459","3","0","183556","2","2000","183460","183558","183559","2","0","185556","0","3300","183559","188856","188856","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29252
"StroopTrialPROC","proactive2","12","proactiveBlockList","2","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","PURPLE","InCon","MI","red","red","3","2","132017_proactive_StroopPro_run2_AudioRecord-28.wav","2100","16","188872","2","300","188863","188874","188875","18","16",189172,"2","300","188875","189174","189174","18","132017_proactive_StroopPro_run2_AudioRecord-28.wav","16","189472","3","100","189174","189475","189475","19","16","189572","2","2000","189475","189574","189574","18","16","191572","-16","2100","189575","193656","193656","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29252
"StroopTrialPROC","proactive2","12","proactiveBlockList","2","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","PURPLE","InCon","MI","red","red","3","2","132017_proactive_StroopPro_run2_AudioRecord-29.wav","3300","15","193671","3","300","193662","193674","193674","18","15",193971,"2","300","193674","193973","193973","17","132017_proactive_StroopPro_run2_AudioRecord-29.wav","15","194271","3","100","193974","194274","194274","18","15","194371","2","2000","194275","194373","194374","17","15","196371","-15","3300","194374","199656","199656","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29252
"StroopTrialPROC","proactive2","12","proactiveBlockList","2","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1200","3","PURPLE","InCon","MI","white","white","9","2","132017_proactive_StroopPro_run2_AudioRecord-30.wav","900","14","199670","3","300","199662","199673","199673","17","14",199970,"2","300","199673","199972","199972","16","132017_proactive_StroopPro_run2_AudioRecord-30.wav","14","200270","3","100","199972","200273","200273","17","14","200370","2","2000","200274","200372","200373","16","14","202370","-14","900","200373","203256","203256","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29252
"StroopTrialPROC","proactive2","12","proactiveBlockList","2","32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","PINK","InCon","PC50","yellow","yellow",NA,"4","132017_proactive_StroopPro_run2_AudioRecord-31.wav","3300","30","203286","2","300","203269","203288","203289","32","14",203570,"1","300","203289","203571","203571","15","132017_proactive_StroopPro_run2_AudioRecord-31.wav","14","203870","2","100","203572","203872","203873","16","14","203970","2","2000","203873","203972","203972","16","13","205969","-13","3300","203973","209256","209256","0",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29252
"StroopTrialPROC","proactive2","12","proactiveBlockList","2","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3600","5","BLUE","Con","MI","blue","blue",NA,"1","132017_proactive_StroopPro_run2_AudioRecord-32.wav","3300","29","209285","2","300","209262","209287","209288","31","13",209569,"1","300","209288","209570","209571","14","132017_proactive_StroopPro_run2_AudioRecord-32.wav","13","209869","2","100","209571","209871","209872","15","13","209969","2","2000","209872","209971","209971","15","12","211968","-12","3300","209971","215256","215256","0",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29252
"StroopTrialPROC","proactive2","12","proactiveBlockList","2","34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","BLACK","Con","PC50","black","black",NA,"3","132017_proactive_StroopPro_run2_AudioRecord-33.wav","2100","28","215284","3","300","215262","215287","215287","31","12",215568,"1","300","215287","215569","215570","13","132017_proactive_StroopPro_run2_AudioRecord-33.wav","12","215868","3","100","215570","215871","215871","15","12","215968","2","2000","215871","215970","215970","14","11","217967","-11","2100","215971","220056","220056","0","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29252
"StroopTrialPROC","proactive2","12","proactiveBlockList","2","35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2400","4","PURPLE","InCon","MI","blue","blue","6","2","132017_proactive_StroopPro_run2_AudioRecord-34.wav","2100","28","220084","2","300","220062","220086","220086","30","11",220367,"2","300","220086","220369","220369","13","132017_proactive_StroopPro_run2_AudioRecord-34.wav","11","220667","3","100","220369","220670","220670","14","11","220767","2","2000","220670","220769","220769","13","11","222767","-11","2100","220770","224856","224856","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29252
